caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,start_timestamp
Case586,Request For Payment SUBMITTED by EMPLOYEE,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 1,2018-12-13 17:05:15,175,2,2018-12-13 16:36:10
Case468,Payment Handled,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2018-12-13 17:23:29,175,3,2018-12-13 16:39:30
Case552,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-13 17:49:22,174,2,2018-12-13 17:08:55
Case586,Request For Payment APPROVED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-13 17:49:53,174,0,2018-12-13 17:05:33
Case587,Request For Payment SUBMITTED by EMPLOYEE,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 1,2018-12-13 20:19:50,174,2,2018-12-13 19:50:30
Case549,Request For Payment REJECTED by MISSING,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 1,2018-12-13 20:27:54,173,0,2018-12-13 19:48:23
Case505,Payment Handled,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2018-12-13 20:50:00,174,2,2018-12-13 20:04:53
Case587,Request For Payment REJECTED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-13 21:18:29,173,0,2018-12-13 20:34:06
Case550,Request For Payment REJECTED by MISSING,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-13 21:38:44,172,0,2018-12-13 20:59:01
Case588,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-13 22:08:19,172,2,2018-12-13 21:39:00
Case588,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-13 22:53:03,172,1,2018-12-13 22:08:37
Case552,Request For Payment APPROVED by ADMINISTRATION,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-14 00:11:18,172,1,2018-12-13 23:27:49
Case589,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-14 01:13:03,173,2,2018-12-14 00:43:44
Case589,Request For Payment REJECTED by ADMINISTRATION,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-14 01:58:17,173,0,2018-12-14 01:13:21
Case590,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-14 02:09:49,174,2,2018-12-14 01:40:19
Case590,Request For Payment APPROVED by PRE_APPROVER,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 1,2018-12-14 02:55:02,174,0,2018-12-14 02:10:07
Case574,Request Payment,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2018-12-14 03:29:52,174,1,2018-12-14 02:45:26
Case591,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-14 03:46:44,175,2,2018-12-14 03:17:28
Case591,Request For Payment REJECTED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-14 04:35:34,175,0,2018-12-14 03:50:44
Case592,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-14 04:43:37,176,0,2018-12-14 04:14:02
Case593,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-14 06:37:11,176,2,2018-12-14 06:07:53
Case508,Payment Handled,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2018-12-14 06:43:57,175,2,2018-12-14 06:00:27
Case593,Request For Payment REJECTED by ADMINISTRATION,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 1,2018-12-14 07:22:18,176,0,2018-12-14 06:37:29
Case499,Payment Handled,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 2,2018-12-14 07:38:51,175,2,2018-12-14 06:55:52
Case594,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-14 08:19:08,175,0,2018-12-14 07:49:33
Case595,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-14 10:12:34,175,0,2018-12-14 09:42:59
Case596,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-14 11:58:18,175,2,2018-12-14 11:28:50
Case596,Request For Payment REJECTED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-14 12:43:36,175,0,2018-12-14 11:58:45
Case597,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-14 13:00:50,176,2,2018-12-14 12:31:17
Case598,Request For Payment SUBMITTED by EMPLOYEE,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 1,2018-12-14 13:31:49,177,2,2018-12-14 13:02:16
Case597,Request For Payment REJECTED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-14 13:46:07,176,0,2018-12-14 13:01:18
Case529,Payment Handled,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2018-12-14 13:54:53,177,2,2018-12-14 13:11:53
Case598,Request For Payment APPROVED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-14 14:16:57,177,0,2018-12-14 13:32:07
Case599,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-14 15:45:32,177,2,2018-12-14 15:16:02
Case599,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-14 16:30:44,177,1,2018-12-14 15:45:50
Case600,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-14 16:32:13,178,2,2018-12-14 16:02:40
Case600,Request For Payment REJECTED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-14 17:17:32,178,0,2018-12-14 16:32:43
Case552,Request For Payment REJECTED by SUPERVISOR,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 1,2018-12-14 18:49:47,178,0,2018-12-14 18:06:58
Case493,Request Payment,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 2,2018-12-14 19:17:37,178,1,2018-12-14 18:34:28
Case601,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-14 19:52:46,179,2,2018-12-14 19:23:15
Case601,Request For Payment REJECTED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-14 20:38:08,179,0,2018-12-14 19:53:18
Case602,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-14 20:42:37,180,0,2018-12-14 20:13:05
Case575,Request For Payment REJECTED by MISSING,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-14 23:32:56,179,0,2018-12-14 22:48:27
Case577,Request For Payment REJECTED by MISSING,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-15 03:31:38,178,0,2018-12-15 02:47:36
Case603,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-15 08:44:22,178,0,2018-12-15 08:14:53
Case604,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-15 10:03:12,178,0,2018-12-15 09:33:44
Case605,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-15 10:43:24,178,2,2018-12-15 10:14:18
Case606,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-15 11:25:45,179,2,2018-12-15 10:56:28
Case605,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-15 11:27:37,178,1,2018-12-15 10:43:42
Case606,Request For Payment REJECTED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-15 12:10:21,179,0,2018-12-15 11:26:03
Case607,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-15 13:16:53,180,0,2018-12-15 12:47:25
Case608,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-15 13:51:06,180,0,2018-12-15 13:21:38
Case576,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-15 13:55:14,180,0,2018-12-15 13:11:32
Case609,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-15 14:59:22,179,2,2018-12-15 14:30:12
Case609,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-15 15:43:40,179,1,2018-12-15 14:59:40
Case558,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-15 16:00:13,179,2,2018-12-15 15:19:05
Case610,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-15 16:51:36,180,2,2018-12-15 16:22:25
Case610,Request For Payment REJECTED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-15 17:36:14,180,0,2018-12-15 16:51:54
Case566,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-15 19:47:11,180,2,2018-12-15 19:05:19
Case558,Request For Payment REJECTED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-15 20:31:19,180,0,2018-12-15 19:48:10
Case611,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-15 21:18:25,181,0,2018-12-15 20:48:59
Case564,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-16 00:55:30,180,2,2018-12-16 00:14:35
Case564,Request For Payment REJECTED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-16 01:38:37,180,0,2018-12-16 00:55:48
Case587,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-16 02:42:04,180,0,2018-12-16 01:58:00
Case612,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-16 03:09:40,181,2,2018-12-16 02:40:09
Case612,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-16 03:54:38,180,1,2018-12-16 03:09:58
Case552,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-16 06:06:48,180,0,2018-12-16 05:24:33
Case586,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-16 06:39:59,180,1,2018-12-16 05:55:54
Case566,Request For Payment APPROVED by ADMINISTRATION,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-16 07:46:33,179,1,2018-12-16 07:03:26
Case613,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-16 08:59:14,180,0,2018-12-16 08:29:43
Case614,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-16 09:32:34,180,0,2018-12-16 09:03:03
Case615,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-16 10:26:25,180,2,2018-12-16 09:56:52
Case564,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-16 10:39:13,179,0,2018-12-16 09:56:35
Case615,Request For Payment APPROVED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-16 11:11:23,180,0,2018-12-16 10:26:43
Case616,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-16 11:53:47,180,2,2018-12-16 11:24:18
Case616,Request For Payment REJECTED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-16 12:38:40,180,0,2018-12-16 11:54:05
Case617,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-16 12:59:00,181,2,2018-12-16 12:29:27
Case617,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-16 13:43:58,181,1,2018-12-16 12:59:18
Case618,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-16 15:27:37,182,2,2018-12-16 14:58:07
Case618,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-16 16:12:35,182,1,2018-12-16 15:27:55
Case558,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-16 17:01:43,182,0,2018-12-16 16:19:01
Case566,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-16 17:54:27,182,1,2018-12-16 17:11:39
Case619,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-16 19:23:49,183,2,2018-12-16 18:54:18
Case619,Request For Payment REJECTED by ADMINISTRATION,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-16 20:08:47,183,0,2018-12-16 19:24:07
Case620,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-16 23:07:01,184,0,2018-12-16 22:37:35
Case581,Request Payment,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2018-12-16 23:52:57,183,1,2018-12-16 23:08:01
Case621,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 00:12:01,184,2,2018-12-16 23:42:36
Case622,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 00:35:57,185,0,2018-12-17 00:06:37
Case621,Request For Payment REJECTED by ADMINISTRATION,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 00:56:46,185,0,2018-12-17 00:12:19
Case623,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 01:21:23,185,2,2018-12-17 00:52:17
Case623,Request For Payment REJECTED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 02:05:23,185,0,2018-12-17 01:21:41
Case589,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 02:25:01,185,0,2018-12-17 01:39:52
Case558,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 02:56:47,185,2,2018-12-17 02:14:17
Case590,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 03:08:05,185,1,2018-12-17 02:23:07
Case624,Request For Payment SAVED by EMPLOYEE,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 1,2018-12-17 03:44:24,185,0,2018-12-17 03:15:08
Case513,Request Payment,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 2,2018-12-17 04:05:05,185,1,2018-12-17 03:21:48
Case591,Request For Payment REJECTED by EMPLOYEE,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 1,2018-12-17 05:53:18,184,0,2018-12-17 05:08:25
Case593,Request For Payment REJECTED by EMPLOYEE,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 1,2018-12-17 05:56:07,184,1,2018-12-17 05:10:58
Case517,Payment Handled,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 2,2018-12-17 06:33:13,184,2,2018-12-17 05:50:04
Case555,Payment Handled,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2018-12-17 08:08:07,182,2,2018-12-17 07:25:19
Case558,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 08:10:31,182,1,2018-12-17 07:28:26
Case625,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 08:16:31,183,0,2018-12-17 07:47:18
Case626,Request For Payment SUBMITTED by EMPLOYEE,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 1,2018-12-17 09:14:41,182,2,2018-12-17 08:45:50
Case627,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 09:26:54,183,3,2018-12-17 08:57:38
Case574,Payment Handled,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2018-12-17 09:51:49,183,2,2018-12-17 09:08:32
Case538,Payment Handled,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2018-12-17 09:55:49,183,3,2018-12-17 09:12:32
Case626,Request For Payment REJECTED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 09:59:01,183,0,2018-12-17 09:14:59
Case627,Request For Payment REJECTED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 10:10:56,183,0,2018-12-17 09:27:12
Case628,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 10:59:10,182,2,2018-12-17 10:30:14
Case629,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 11:35:03,183,2,2018-12-17 11:05:46
Case628,Request For Payment REJECTED by ADMINISTRATION,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 1,2018-12-17 11:43:43,182,0,2018-12-17 10:59:28
Case558,Request For Payment REJECTED by MISSING,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 1,2018-12-17 11:57:54,183,0,2018-12-17 11:16:06
Case629,Request For Payment REJECTED by PRE_APPROVER,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 1,2018-12-17 12:19:03,183,0,2018-12-17 11:35:21
Case588,Request Payment,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2018-12-17 12:22:18,183,1,2018-12-17 11:38:42
Case597,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 13:06:18,182,0,2018-12-17 12:21:37
Case520,Payment Handled,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2018-12-17 13:30:29,182,2,2018-12-17 12:47:13
Case630,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 13:33:59,183,2,2018-12-17 13:04:51
Case605,Request For Payment REJECTED by MISSING,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 14:14:30,182,0,2018-12-17 13:30:02
Case630,Request For Payment APPROVED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 14:18:33,181,0,2018-12-17 13:34:17
Case596,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 14:21:53,181,0,2018-12-17 13:37:03
Case631,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 15:15:14,181,0,2018-12-17 14:45:59
Case598,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 15:36:02,181,1,2018-12-17 14:51:07
Case632,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 15:52:33,181,0,2018-12-17 15:23:18
Case616,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 16:13:19,181,0,2018-12-17 15:28:51
Case633,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 16:38:28,181,2,2018-12-17 16:09:09
Case615,Request For Payment FINAL_APPROVED by SUPERVISOR,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 1,2018-12-17 17:14:42,181,1,2018-12-17 16:30:28
Case633,Request For Payment APPROVED by ADMINISTRATION,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 1,2018-12-17 17:23:09,181,1,2018-12-17 16:38:46
Case568,Payment Handled,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2018-12-17 17:52:06,181,2,2018-12-17 17:08:44
Case634,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 18:08:34,182,2,2018-12-17 17:39:25
Case617,Request For Payment REJECTED by MISSING,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 18:19:54,181,0,2018-12-17 17:35:23
Case609,Request For Payment REJECTED by MISSING,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 18:31:14,182,1,2018-12-17 17:46:48
Case634,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 18:53:16,181,1,2018-12-17 18:08:52
Case586,Request For Payment REJECTED by MISSING,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 19:19:59,179,0,2018-12-17 18:40:24
Case600,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 19:56:19,179,0,2018-12-17 19:11:36
Case621,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 20:11:16,178,1,2018-12-17 19:27:01
Case599,Request Payment,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2018-12-17 20:25:15,178,1,2018-12-17 19:39:04
Case623,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 20:29:35,178,2,2018-12-17 19:45:31
Case606,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 20:41:40,177,2,2018-12-17 19:57:44
Case618,Request For Payment REJECTED by MISSING,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 20:48:47,177,0,2018-12-17 20:04:15
Case635,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 21:26:54,175,0,2018-12-17 20:57:41
Case601,Request For Payment REJECTED by EMPLOYEE,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 1,2018-12-17 22:14:06,174,0,2018-12-17 21:29:17
Case636,Request For Payment SUBMITTED by EMPLOYEE,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 1,2018-12-17 22:37:29,175,2,2018-12-17 22:08:09
Case493,Payment Handled,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2018-12-17 22:56:14,175,2,2018-12-17 22:12:32
Case636,Request For Payment APPROVED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-17 23:21:59,175,0,2018-12-17 22:37:47
Case610,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-18 01:18:28,174,0,2018-12-18 00:34:12
Case619,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-18 01:33:27,174,1,2018-12-18 00:49:04
Case637,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-18 03:11:22,174,3,2018-12-18 02:41:53
Case591,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-18 03:22:13,173,2,2018-12-18 02:40:32
Case638,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-18 03:51:20,175,3,2018-12-18 03:21:51
Case637,Request For Payment REJECTED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-18 03:55:49,174,0,2018-12-18 03:11:40
Case591,Request For Payment APPROVED by ADMINISTRATION,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-18 04:05:55,175,1,2018-12-18 03:22:31
Case638,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-18 04:36:12,175,1,2018-12-18 03:51:38
Case626,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-18 05:06:39,175,0,2018-12-18 04:22:23
