caseid,task,user,end_timestamp,start_timestamp
request for payment 176797,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-03 12:25:41+00:00,2018-12-03 11:32:41+00:00
request for payment 176802,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-03 12:21:15+00:00,2018-12-03 11:35:15+00:00
request for payment 176802,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-03 12:31:51+00:00,2018-12-03 11:35:51+00:00
request for payment 176807,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-03 12:34:11+00:00,2018-12-03 12:00:11+00:00
request for payment 176807,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-03 12:59:13+00:00,2018-12-03 12:00:13+00:00
request for payment 171768,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-03 13:01:46+00:00,2018-12-03 12:08:46+00:00
request for payment 178024,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-03 13:19:55+00:00,2018-12-03 12:20:55+00:00
request for payment 176807,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-03 12:57:31+00:00,2018-12-03 12:24:31+00:00
request for payment 178030,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-03 13:09:38+00:00,2018-12-03 12:28:38+00:00
request for payment 178030,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-03 13:24:55+00:00,2018-12-03 12:28:55+00:00
request for payment 178035,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-03 13:27:44+00:00,2018-12-03 12:29:44+00:00
request for payment 178035,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-03 13:04:54+00:00,2018-12-03 12:29:54+00:00
request for payment 183412,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-03 13:28:41+00:00,2018-12-03 12:42:41+00:00
request for payment 183412,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-03 13:37:52+00:00,2018-12-03 12:42:52+00:00
request for payment 178024,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-03 13:34:54+00:00,2018-12-03 12:47:54+00:00
request for payment 183418,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-03 13:46:16+00:00,2018-12-03 12:49:16+00:00
request for payment 171768,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-03 13:38:28+00:00,2018-12-03 12:51:28+00:00
request for payment 176812,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-03 13:39:22+00:00,2018-12-03 12:54:22+00:00
request for payment 176812,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-03 13:27:30+00:00,2018-12-03 12:56:30+00:00
request for payment 174071,Request Payment,SYSTEM,2018-12-03 13:37:41+00:00,2018-12-03 12:58:41+00:00
request for payment 173957,Request Payment,SYSTEM,2018-12-03 13:47:54+00:00,2018-12-03 12:58:54+00:00
request for payment 178024,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-12-03 13:41:39+00:00,2018-12-03 13:03:39+00:00
request for payment 176296,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018-12-03 13:41:39+00:00,2018-12-03 13:04:39+00:00
request for payment 176817,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-03 13:55:43+00:00,2018-12-03 13:05:43+00:00
request for payment 183418,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-03 13:58:00+00:00,2018-12-03 13:07:00+00:00
request for payment 176817,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018-12-03 14:08:15+00:00,2018-12-03 13:08:15+00:00
request for payment 178035,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-03 13:55:28+00:00,2018-12-03 13:12:28+00:00
request for payment 176817,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018-12-03 13:49:44+00:00,2018-12-03 13:14:44+00:00
request for payment 183423,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-03 14:12:51+00:00,2018-12-03 13:15:51+00:00
request for payment 178030,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-03 14:06:52+00:00,2018-12-03 13:15:52+00:00
request for payment 183423,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-03 14:06:29+00:00,2018-12-03 13:16:29+00:00
request for payment 184007,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-03 13:49:43+00:00,2018-12-03 13:16:43+00:00
request for payment 183428,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-03 13:47:55+00:00,2018-12-03 13:17:55+00:00
request for payment 183428,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-03 14:10:57+00:00,2018-12-03 13:18:57+00:00
request for payment 183433,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-03 14:01:21+00:00,2018-12-03 13:21:21+00:00
request for payment 183433,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-03 14:19:56+00:00,2018-12-03 13:21:56+00:00
request for payment 178703,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-03 14:18:35+00:00,2018-12-03 13:23:35+00:00
request for payment 176342,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-03 14:01:47+00:00,2018-12-03 13:24:47+00:00
request for payment 183991,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-03 14:23:44+00:00,2018-12-03 13:25:44+00:00
request for payment 183366,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-03 14:10:51+00:00,2018-12-03 13:28:51+00:00
request for payment 184012,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-03 14:06:21+00:00,2018-12-03 13:29:21+00:00
request for payment 184012,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-03 14:27:24+00:00,2018-12-03 13:29:24+00:00
request for payment 183438,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-03 14:22:32+00:00,2018-12-03 13:34:32+00:00
request for payment 183438,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-03 14:18:19+00:00,2018-12-03 13:35:19+00:00
request for payment 179947,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-03 14:13:59+00:00,2018-12-03 13:37:59+00:00
request for payment 179947,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-03 14:14:23+00:00,2018-12-03 13:38:23+00:00
request for payment 179947,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-12-03 14:26:17+00:00,2018-12-03 13:42:17+00:00
request for payment 184012,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-12-03 14:26:59+00:00,2018-12-03 13:42:59+00:00
request for payment 183412,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-03 14:35:45+00:00,2018-12-03 13:51:45+00:00
request for payment 183406,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-12-03 14:53:14+00:00,2018-12-03 13:53:14+00:00
request for payment 180038,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-12-03 14:47:06+00:00,2018-12-03 13:55:06+00:00
request for payment 183996,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-12-03 14:53:54+00:00,2018-12-03 13:57:54+00:00
request for payment 183985,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-12-03 14:53:15+00:00,2018-12-03 14:04:15+00:00
request for payment 176812,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-03 14:37:29+00:00,2018-12-03 14:04:29+00:00
request for payment 171768,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-03 14:54:54+00:00,2018-12-03 14:10:54+00:00
request for payment 183907,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018-12-03 15:12:33+00:00,2018-12-03 14:27:33+00:00
request for payment 175909,Request Payment,SYSTEM,2018-12-03 15:16:51+00:00,2018-12-03 14:28:51+00:00
request for payment 176311,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-03 15:26:31+00:00,2018-12-03 14:34:31+00:00
request for payment 174067,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018-12-03 15:35:51+00:00,2018-12-03 14:35:51+00:00
request for payment 171773,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-03 15:35:59+00:00,2018-12-03 14:36:59+00:00
request for payment 171773,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-03 15:08:39+00:00,2018-12-03 14:37:39+00:00
request for payment 179881,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018-12-03 15:09:43+00:00,2018-12-03 14:39:43+00:00
request for payment 176347,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-03 15:31:34+00:00,2018-12-03 14:40:34+00:00
request for payment 176381,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018-12-03 15:17:16+00:00,2018-12-03 14:43:16+00:00
request for payment 184002,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-03 15:26:41+00:00,2018-12-03 14:46:41+00:00
request for payment 176290,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-12-03 15:23:14+00:00,2018-12-03 14:52:14+00:00
request for payment 178708,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-03 15:56:02+00:00,2018-12-03 14:57:02+00:00
request for payment 178708,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-03 15:51:22+00:00,2018-12-03 14:57:22+00:00
request for payment 176802,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-03 15:38:45+00:00,2018-12-03 14:57:45+00:00
request for payment 171707,Request Payment,SYSTEM,2018-12-03 16:11:19+00:00,2018-12-03 15:25:19+00:00
request for payment 176821,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-03 16:48:30+00:00,2018-12-03 15:52:30+00:00
request for payment 176821,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-03 16:29:45+00:00,2018-12-03 15:55:45+00:00
request for payment 176826,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-03 16:53:03+00:00,2018-12-03 16:06:03+00:00
request for payment 176826,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-03 16:42:30+00:00,2018-12-03 16:10:30+00:00
request for payment 175480,Payment Handled,SYSTEM,2018-12-03 17:04:24+00:00,2018-12-03 16:31:24+00:00
request for payment 184569,Payment Handled,SYSTEM,2018-12-03 17:06:24+00:00,2018-12-03 16:31:24+00:00
request for payment 175937,Payment Handled,SYSTEM,2018-12-03 17:06:24+00:00,2018-12-03 16:31:24+00:00
request for payment 183033,Payment Handled,SYSTEM,2018-12-03 17:04:24+00:00,2018-12-03 16:31:24+00:00
request for payment 183662,Payment Handled,SYSTEM,2018-12-03 17:06:24+00:00,2018-12-03 16:31:24+00:00
request for payment 174344,Payment Handled,SYSTEM,2018-12-03 17:10:24+00:00,2018-12-03 16:31:24+00:00
request for payment 182189,Payment Handled,SYSTEM,2018-12-03 17:23:24+00:00,2018-12-03 16:31:24+00:00
request for payment 178307,Payment Handled,SYSTEM,2018-12-03 17:21:24+00:00,2018-12-03 16:31:24+00:00
request for payment 175513,Payment Handled,SYSTEM,2018-12-03 17:22:24+00:00,2018-12-03 16:31:24+00:00
request for payment 184552,Payment Handled,SYSTEM,2018-12-03 17:03:24+00:00,2018-12-03 16:31:24+00:00
request for payment 178333,Payment Handled,SYSTEM,2018-12-03 17:23:24+00:00,2018-12-03 16:31:24+00:00
request for payment 184166,Payment Handled,SYSTEM,2018-12-03 17:24:24+00:00,2018-12-03 16:31:24+00:00
request for payment 184160,Payment Handled,SYSTEM,2018-12-03 17:24:24+00:00,2018-12-03 16:31:24+00:00
request for payment 175972,Payment Handled,SYSTEM,2018-12-03 17:27:24+00:00,2018-12-03 16:31:24+00:00
request for payment 179866,Payment Handled,SYSTEM,2018-12-03 17:03:24+00:00,2018-12-03 16:31:24+00:00
request for payment 179871,Payment Handled,SYSTEM,2018-12-03 17:08:24+00:00,2018-12-03 16:31:24+00:00
request for payment 183970,Payment Handled,SYSTEM,2018-12-03 17:02:24+00:00,2018-12-03 16:31:24+00:00
request for payment 184535,Payment Handled,SYSTEM,2018-12-03 17:25:24+00:00,2018-12-03 16:31:24+00:00
request for payment 175489,Payment Handled,SYSTEM,2018-12-03 17:02:24+00:00,2018-12-03 16:31:24+00:00
request for payment 179507,Payment Handled,SYSTEM,2018-12-03 17:02:24+00:00,2018-12-03 16:31:24+00:00
request for payment 177889,Payment Handled,SYSTEM,2018-12-03 17:02:24+00:00,2018-12-03 16:31:24+00:00
request for payment 183708,Payment Handled,SYSTEM,2018-12-03 17:06:24+00:00,2018-12-03 16:31:24+00:00
request for payment 184128,Payment Handled,SYSTEM,2018-12-03 17:08:24+00:00,2018-12-03 16:31:24+00:00
request for payment 184547,Payment Handled,SYSTEM,2018-12-03 17:08:24+00:00,2018-12-03 16:31:24+00:00
request for payment 178338,Payment Handled,SYSTEM,2018-12-03 17:06:24+00:00,2018-12-03 16:31:24+00:00
request for payment 175530,Payment Handled,SYSTEM,2018-12-03 17:01:24+00:00,2018-12-03 16:31:24+00:00
request for payment 184517,Payment Handled,SYSTEM,2018-12-03 17:01:24+00:00,2018-12-03 16:31:24+00:00
request for payment 183961,Payment Handled,SYSTEM,2018-12-03 17:09:24+00:00,2018-12-03 16:31:24+00:00
request for payment 172518,Payment Handled,SYSTEM,2018-12-03 17:09:24+00:00,2018-12-03 16:31:24+00:00
request for payment 179487,Payment Handled,SYSTEM,2018-12-03 17:09:24+00:00,2018-12-03 16:31:24+00:00
request for payment 184529,Payment Handled,SYSTEM,2018-12-03 17:07:24+00:00,2018-12-03 16:31:24+00:00
request for payment 183772,Payment Handled,SYSTEM,2018-12-03 17:26:24+00:00,2018-12-03 16:31:24+00:00
request for payment 182979,Payment Handled,SYSTEM,2018-12-03 17:30:24+00:00,2018-12-03 16:31:24+00:00
request for payment 175966,Payment Handled,SYSTEM,2018-12-03 17:19:24+00:00,2018-12-03 16:31:24+00:00
request for payment 184579,Payment Handled,SYSTEM,2018-12-03 17:14:24+00:00,2018-12-03 16:31:24+00:00
request for payment 179861,Payment Handled,SYSTEM,2018-12-03 17:15:24+00:00,2018-12-03 16:31:24+00:00
request for payment 178322,Payment Handled,SYSTEM,2018-12-03 17:17:24+00:00,2018-12-03 16:31:24+00:00
request for payment 174356,Payment Handled,SYSTEM,2018-12-03 17:10:24+00:00,2018-12-03 16:31:24+00:00
request for payment 179625,Payment Handled,SYSTEM,2018-12-03 17:30:24+00:00,2018-12-03 16:31:24+00:00
request for payment 179558,Payment Handled,SYSTEM,2018-12-03 17:17:24+00:00,2018-12-03 16:31:24+00:00
request for payment 178343,Payment Handled,SYSTEM,2018-12-03 17:14:24+00:00,2018-12-03 16:31:24+00:00
request for payment 179501,Payment Handled,SYSTEM,2018-12-03 17:17:24+00:00,2018-12-03 16:31:24+00:00
request for payment 175474,Payment Handled,SYSTEM,2018-12-03 17:13:24+00:00,2018-12-03 16:31:24+00:00
request for payment 176306,Payment Handled,SYSTEM,2018-12-03 17:12:24+00:00,2018-12-03 16:31:24+00:00
request for payment 182150,Payment Handled,SYSTEM,2018-12-03 17:13:24+00:00,2018-12-03 16:31:24+00:00
request for payment 175983,Payment Handled,SYSTEM,2018-12-03 17:13:24+00:00,2018-12-03 16:31:24+00:00
request for payment 174350,Payment Handled,SYSTEM,2018-12-03 17:12:24+00:00,2018-12-03 16:31:24+00:00
request for payment 182167,Payment Handled,SYSTEM,2018-12-03 17:18:24+00:00,2018-12-03 16:31:24+00:00
request for payment 175873,Payment Handled,SYSTEM,2018-12-03 17:12:24+00:00,2018-12-03 16:31:24+00:00
request for payment 173976,Payment Handled,SYSTEM,2018-12-03 17:27:24+00:00,2018-12-03 16:31:24+00:00
request for payment 177884,Payment Handled,SYSTEM,2018-12-03 17:11:24+00:00,2018-12-03 16:31:24+00:00
request for payment 175931,Payment Handled,SYSTEM,2018-12-03 17:11:24+00:00,2018-12-03 16:31:24+00:00
request for payment 183787,Payment Handled,SYSTEM,2018-12-03 17:13:24+00:00,2018-12-03 16:31:24+00:00
request for payment 179615,Payment Handled,SYSTEM,2018-12-03 17:19:24+00:00,2018-12-03 16:31:24+00:00
request for payment 183011,Payment Handled,SYSTEM,2018-12-03 17:11:24+00:00,2018-12-03 16:31:24+00:00
request for payment 183687,Payment Handled,SYSTEM,2018-12-03 17:20:24+00:00,2018-12-03 16:31:24+00:00
request for payment 182794,Payment Handled,SYSTEM,2018-12-03 17:10:24+00:00,2018-12-03 16:31:24+00:00
request for payment 171695,Payment Handled,SYSTEM,2018-12-03 17:30:24+00:00,2018-12-03 16:31:24+00:00
request for payment 174300,Payment Handled,SYSTEM,2018-12-03 17:30:24+00:00,2018-12-03 16:31:24+00:00
request for payment 179635,Payment Handled,SYSTEM,2018-12-03 17:30:24+00:00,2018-12-03 16:31:24+00:00
request for payment 182984,Payment Handled,SYSTEM,2018-12-03 17:30:24+00:00,2018-12-03 16:31:24+00:00
request for payment 174291,Payment Handled,SYSTEM,2018-12-03 17:29:24+00:00,2018-12-03 16:31:24+00:00
request for payment 175961,Payment Handled,SYSTEM,2018-12-03 17:29:24+00:00,2018-12-03 16:31:24+00:00
request for payment 173537,Payment Handled,SYSTEM,2018-12-03 17:28:24+00:00,2018-12-03 16:31:24+00:00
request for payment 176381,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-03 17:36:07+00:00,2018-12-03 16:43:07+00:00
request for payment 176381,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-03 17:43:25+00:00,2018-12-03 16:43:25+00:00
request for payment 178348,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-03 17:56:19+00:00,2018-12-03 16:58:19+00:00
request for payment 178713,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-03 17:38:52+00:00,2018-12-03 16:58:52+00:00
request for payment 178713,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-03 17:50:49+00:00,2018-12-03 17:00:49+00:00
request for payment 179957,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-03 19:19:58+00:00,2018-12-03 18:49:58+00:00
request for payment 179957,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-03 19:49:49+00:00,2018-12-03 18:50:49+00:00
request for payment 178040,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-03 19:26:28+00:00,2018-12-03 18:51:28+00:00
request for payment 178040,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-03 19:44:33+00:00,2018-12-03 18:51:33+00:00
request for payment 178035,Request Payment,SYSTEM,2018-12-04 07:07:09+00:00,2018-12-04 06:09:09+00:00
request for payment 178359,Request Payment,SYSTEM,2018-12-04 07:20:13+00:00,2018-12-04 06:20:13+00:00
request for payment 174087,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-04 07:21:07+00:00,2018-12-04 06:46:07+00:00
request for payment 180033,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-04 07:51:42+00:00,2018-12-04 06:52:42+00:00
request for payment 174087,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018-12-04 07:34:21+00:00,2018-12-04 06:54:21+00:00
request for payment 180025,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018-12-04 07:37:34+00:00,2018-12-04 06:55:34+00:00
request for payment 180020,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-04 07:38:17+00:00,2018-12-04 06:58:17+00:00
request for payment 180015,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-04 07:33:39+00:00,2018-12-04 06:58:39+00:00
request for payment 180010,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-04 07:37:50+00:00,2018-12-04 06:58:50+00:00
request for payment 180005,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-04 07:55:22+00:00,2018-12-04 06:59:22+00:00
request for payment 180000,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-04 07:58:36+00:00,2018-12-04 06:59:36+00:00
request for payment 179995,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-04 07:38:49+00:00,2018-12-04 06:59:49+00:00
request for payment 179990,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-04 07:38:04+00:00,2018-12-04 07:00:04+00:00
request for payment 179985,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-04 07:55:21+00:00,2018-12-04 07:00:21+00:00
request for payment 179980,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-04 07:49:56+00:00,2018-12-04 07:00:56+00:00
request for payment 179690,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-04 07:39:10+00:00,2018-12-04 07:01:10+00:00
request for payment 179685,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-04 07:44:33+00:00,2018-12-04 07:01:33+00:00
request for payment 179672,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-12-04 07:40:40+00:00,2018-12-04 07:02:40+00:00
request for payment 183016,Request Payment,SYSTEM,2018-12-04 07:52:10+00:00,2018-12-04 07:04:10+00:00
request for payment 179645,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-04 08:00:01+00:00,2018-12-04 07:07:01+00:00
request for payment 176797,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-04 07:41:08+00:00,2018-12-04 07:08:08+00:00
request for payment 175883,Request Payment,SYSTEM,2018-12-04 07:48:05+00:00,2018-12-04 07:17:05+00:00
request for payment 178045,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-04 08:00:27+00:00,2018-12-04 07:17:27+00:00
request for payment 178045,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-04 07:47:31+00:00,2018-12-04 07:17:31+00:00
request for payment 176797,Request Payment,SYSTEM,2018-12-04 08:02:51+00:00,2018-12-04 07:17:51+00:00
request for payment 183985,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-04 08:10:46+00:00,2018-12-04 07:31:46+00:00
request for payment 178050,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-04 08:46:34+00:00,2018-12-04 07:46:34+00:00
request for payment 178050,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-04 08:34:44+00:00,2018-12-04 07:46:44+00:00
request for payment 178030,Request Payment,SYSTEM,2018-12-04 08:34:03+00:00,2018-12-04 07:56:03+00:00
request for payment 178024,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-04 08:42:35+00:00,2018-12-04 08:02:35+00:00
request for payment 184012,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-04 08:48:18+00:00,2018-12-04 08:04:18+00:00
request for payment 171762,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-04 08:52:53+00:00,2018-12-04 08:11:53+00:00
request for payment 178719,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-04 09:13:21+00:00,2018-12-04 08:19:21+00:00
request for payment 178719,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-04 09:19:24+00:00,2018-12-04 08:20:24+00:00
request for payment 179885,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-04 08:52:33+00:00,2018-12-04 08:20:33+00:00
request for payment 171768,Request Payment,SYSTEM,2018-12-04 08:57:56+00:00,2018-12-04 08:25:56+00:00
request for payment 178724,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-04 09:19:19+00:00,2018-12-04 08:33:19+00:00
request for payment 178724,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-04 09:30:55+00:00,2018-12-04 08:35:55+00:00
request for payment 183438,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-12-04 09:21:04+00:00,2018-12-04 08:39:04+00:00
request for payment 179947,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-04 09:14:56+00:00,2018-12-04 08:44:56+00:00
request for payment 179947,Request Payment,SYSTEM,2018-12-04 09:17:57+00:00,2018-12-04 08:44:57+00:00
request for payment 176812,Request Payment,SYSTEM,2018-12-04 09:30:31+00:00,2018-12-04 08:45:31+00:00
request for payment 184018,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-04 09:24:32+00:00,2018-12-04 08:51:32+00:00
request for payment 184018,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-04 09:27:49+00:00,2018-12-04 08:51:49+00:00
request for payment 171778,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-04 09:36:57+00:00,2018-12-04 08:55:57+00:00
request for payment 171778,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-04 09:48:06+00:00,2018-12-04 08:56:06+00:00
request for payment 179518,Request Payment,SYSTEM,2018-12-04 09:36:28+00:00,2018-12-04 08:56:28+00:00
request for payment 175914,Request Payment,SYSTEM,2018-12-04 10:16:19+00:00,2018-12-04 09:16:19+00:00
request for payment 178719,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-04 10:01:35+00:00,2018-12-04 09:25:35+00:00
request for payment 176821,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-04 10:24:46+00:00,2018-12-04 09:28:46+00:00
request for payment 178055,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-04 10:11:57+00:00,2018-12-04 09:29:57+00:00
request for payment 178055,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-04 10:04:59+00:00,2018-12-04 09:29:59+00:00
request for payment 174257,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-04 10:20:36+00:00,2018-12-04 09:34:36+00:00
request for payment 178354,Request Payment,SYSTEM,2018-12-04 10:20:20+00:00,2018-12-04 09:45:20+00:00
request for payment 183000,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-04 10:21:28+00:00,2018-12-04 09:48:28+00:00
request for payment 177895,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-04 10:36:04+00:00,2018-12-04 09:50:04+00:00
request for payment 174095,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-04 10:40:48+00:00,2018-12-04 09:50:48+00:00
request for payment 174095,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-04 10:25:56+00:00,2018-12-04 09:50:56+00:00
